Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value
NL,Audiologists and speech-language pathologists ,31112,3,31,Health occupations,Professional occupations in health,1,Professionals,3006,High,52.4
NL,Pharmacists ,31120,3,31,Health occupations,Professional occupations in health,1,Professionals,3007,Low,39.58
NL,Pharmacists ,31120,3,31,Health occupations,Professional occupations in health,1,Professionals,3007,Median,44.8
NL,Pharmacists ,31120,3,31,Health occupations,Professional occupations in health,1,Professionals,3007,High,55.0
NL,Dietitians and nutritionists ,31121,3,31,Health occupations,Professional occupations in health,1,Professionals,3008,Low,35.38
NL,Dietitians and nutritionists ,31121,3,31,Health occupations,Professional occupations in health,1,Professionals,3008,Median,37.85
NL,Dietitians and nutritionists ,31121,3,31,Health occupations,Professional occupations in health,1,Professionals,3008,High,43.59
NL,Psychologists ,31200,3,31,Health occupations,Professional occupations in health,1,Professionals,3009,Low,25.96
NL,Psychologists ,31200,3,31,Health occupations,Professional occupations in health,1,Professionals,3009,Median,44.84
NL,Psychologists ,31200,3,31,Health occupations,Professional occupations in health,1,Professionals,3009,High,60.0
NL,Physiotherapists ,31202,3,31,Health occupations,Professional occupations in health,1,Professionals,3010,Low,33.33
NL,Physiotherapists ,31202,3,31,Health occupations,Professional occupations in health,1,Professionals,3010,Median,42.05
NL,Physiotherapists ,31202,3,31,Health occupations,Professional occupations in health,1,Professionals,3010,High,50.0
NL,Occupational therapists ,31203,3,31,Health occupations,Professional occupations in health,1,Professionals,3011,Low,42.0
NL,Occupational therapists ,31203,3,31,Health occupations,Professional occupations in health,1,Professionals,3011,Median,45.8
NL,Occupational therapists ,31203,3,31,Health occupations,Professional occupations in health,1,Professionals,3011,High,50.26
NL,Kinesiologists and other professional occupations in therapy and assessment ,31204,3,31,Health occupations,Professional occupations in health,1,Professionals,3012,Low,23.75
NL,Kinesiologists and other professional occupations in therapy and assessment ,31204,3,31,Health occupations,Professional occupations in health,1,Professionals,3012,Median,33.0
NL,Kinesiologists and other professional occupations in therapy and assessment ,31204,3,31,Health occupations,Professional occupations in health,1,Professionals,3012,High,43.0
NL,Nursing coordinators and supervisors ,31300,3,31,Health occupations,Professional occupations in health,1,Professionals,3013,Low,20.0
NL,Nursing coordinators and supervisors ,31300,3,31,Health occupations,Professional occupations in health,1,Professionals,3013,Median,48.0
NL,Nursing coordinators and supervisors ,31300,3,31,Health occupations,Professional occupations in health,1,Professionals,3013,High,54.33
NL,Registered nurses and registered psychiatric nurses ,31301,3,31,Health occupations,Professional occupations in health,1,Professionals,3014,Low,32.0
NL,Registered nurses and registered psychiatric nurses ,31301,3,31,Health occupations,Professional occupations in health,1,Professionals,3014,Median,41.24
NL,Registered nurses and registered psychiatric nurses ,31301,3,31,Health occupations,Professional occupations in health,1,Professionals,3014,High,45.62
NL,Nurse practitioners ,31302,3,31,Health occupations,Professional occupations in health,1,Professionals,3015,Low,48.0
NL,Nurse practitioners ,31302,3,31,Health occupations,Professional occupations in health,1,Professionals,3015,Median,52.0
NL,Nurse practitioners ,31302,3,31,Health occupations,Professional occupations in health,1,Professionals,3015,High,54.0
NL,Opticians ,32100,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3016,Low,17.0
NL,Opticians ,32100,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3016,Median,25.0
NL,Opticians ,32100,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3016,High,33.0
NL,Licensed practical nurses ,32101,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3017,Low,25.0
NL,Licensed practical nurses ,32101,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3017,Median,28.0
NL,Licensed practical nurses ,32101,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3017,High,29.0
NL,Paramedical occupations ,32102,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3018,Low,20.0
NL,Paramedical occupations ,32102,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3018,Median,26.0
NL,Paramedical occupations ,32102,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3018,High,37.5
NL,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists ",32103,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3019,Low,
NL,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists ",32103,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3019,Median,41.63
NL,"Respiratory therapists, clinical perfusionists and cardiopulmonary technologists ",32103,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3019,High,
NL,Animal health technologists and veterinary technicians ,32104,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3020,Low,16.75
NL,Animal health technologists and veterinary technicians ,32104,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3020,Median,19.0
NL,Animal health technologists and veterinary technicians ,32104,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3020,High,32.0
NL,Other technical occupations in therapy and assessment ,32109,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3021,Low,15.25
NL,Other technical occupations in therapy and assessment ,32109,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3021,Median,26.5
NL,Other technical occupations in therapy and assessment ,32109,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3021,High,52.4
NL,Dental hygienists and dental therapists ,32111,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3022,Low,34.72
NL,Dental hygienists and dental therapists ,32111,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3022,Median,46.67
NL,Dental hygienists and dental therapists ,32111,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3022,High,66.67
NL,Dental technologists and technicians ,32112,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3023,Low,18.77
NL,Dental technologists and technicians ,32112,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3023,Median,24.08
NL,Dental technologists and technicians ,32112,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3023,High,30.26
NL,Medical laboratory technologists ,32120,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3024,Low,28.94
NL,Medical laboratory technologists ,32120,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3024,Median,37.5
NL,Medical laboratory technologists ,32120,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3024,High,43.3
NL,Medical radiation technologists ,32121,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3025,Low,30.71
NL,Medical radiation technologists ,32121,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3025,Median,36.0
NL,Medical radiation technologists ,32121,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3025,High,50.0
NL,Medical sonographers ,32122,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3026,Low,
NL,Medical sonographers ,32122,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3026,Median,44.62
NL,Medical sonographers ,32122,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3026,High,
NL,Cardiology technologists and electrophysiological diagnostic technologists ,32123,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3027,Low,
NL,Cardiology technologists and electrophysiological diagnostic technologists ,32123,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3027,Median,40.0
NL,Cardiology technologists and electrophysiological diagnostic technologists ,32123,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3027,High,
NL,Pharmacy technicians ,32124,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3028,Low,15.0
NL,Pharmacy technicians ,32124,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3028,Median,25.48
NL,Pharmacy technicians ,32124,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3028,High,28.0
NL,Other medical technologists and technicians ,32129,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3029,Low,19.37
NL,Other medical technologists and technicians ,32129,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3029,Median,28.38
NL,Other medical technologists and technicians ,32129,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3029,High,36.38
NL,Massage therapists ,32201,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3030,Low,
NL,Massage therapists ,32201,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3030,Median,19.55
NL,Massage therapists ,32201,3,32,Health occupations,Technical occupations in health,2,Technical Occupations and/or Supervisors,3030,High,
NL,Dental assistants and dental laboratory assistants ,33100,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3031,Low,15.0
NL,Dental assistants and dental laboratory assistants ,33100,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3031,Median,22.0
NL,Dental assistants and dental laboratory assistants ,33100,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3031,High,27.0
NL,Medical laboratory assistants and related technical occupations ,33101,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3032,Low,21.14
NL,Medical laboratory assistants and related technical occupations ,33101,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3032,Median,26.94
NL,Medical laboratory assistants and related technical occupations ,33101,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3032,High,44.0
NL,"Nurse aides, orderlies and patient service associates ",33102,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3033,Low,15.0
NL,"Nurse aides, orderlies and patient service associates ",33102,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3033,Median,17.35
NL,"Nurse aides, orderlies and patient service associates ",33102,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3033,High,23.74
NL,Pharmacy technical assistants and pharmacy assistants ,33103,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3034,Low,15.0
NL,Pharmacy technical assistants and pharmacy assistants ,33103,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3034,Median,16.7
NL,Pharmacy technical assistants and pharmacy assistants ,33103,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3034,High,26.0
NL,Other assisting occupations in support of health services ,33109,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3035,Low,17.0
NL,Other assisting occupations in support of health services ,33109,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3035,Median,23.74
NL,Other assisting occupations in support of health services ,33109,3,33,Health occupations,Assisting occupations in support of health services,3,General Occupations/Trades,3035,High,28.0
NL,Government managers - health and social policy development and program administration ,40010,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3036,Low,36.0
NL,Government managers - health and social policy development and program administration ,40010,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3036,Median,53.84
NL,Government managers - health and social policy development and program administration ,40010,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3036,High,72.0
NL,"Government managers - economic analysis, policy development and program administration ",40011,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3037,Low,43.38
NL,"Government managers - economic analysis, policy development and program administration ",40011,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3037,Median,55.74
NL,"Government managers - economic analysis, policy development and program administration ",40011,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3037,High,72.0
NL,Government managers - education policy development and program administration ,40012,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3038,Low,
NL,Government managers - education policy development and program administration ,40012,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3038,Median,56.17
NL,Government managers - education policy development and program administration ,40012,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3038,High,
NL,Other managers in public administration ,40019,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3039,Low,32.5
NL,Other managers in public administration ,40019,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3039,Median,51.28
NL,Other managers in public administration ,40019,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3039,High,76.92
NL,Administrators - post-secondary education and vocational training ,40020,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3040,Low,25.64
NL,Administrators - post-secondary education and vocational training ,40020,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3040,Median,50.0
NL,Administrators - post-secondary education and vocational training ,40020,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3040,High,74.52
NL,School principals and administrators of elementary and secondary education ,40021,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3041,Low,48.08
NL,School principals and administrators of elementary and secondary education ,40021,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3041,Median,51.1
NL,School principals and administrators of elementary and secondary education ,40021,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3041,High,62.64
NL,"Managers in social, community and correctional services ",40030,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3042,Low,24.28
NL,"Managers in social, community and correctional services ",40030,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3042,Median,36.06
NL,"Managers in social, community and correctional services ",40030,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3042,High,55.29
NL,Fire chiefs and senior firefighting officers ,40041,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3043,Low,35.52
NL,Fire chiefs and senior firefighting officers ,40041,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3043,Median,49.42
NL,Fire chiefs and senior firefighting officers ,40041,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3043,High,71.08
NL,Commissioned officers of the Canadian Armed Forces ,40042,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3044,Low,
NL,Commissioned officers of the Canadian Armed Forces ,40042,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3044,Median,43.78
NL,Commissioned officers of the Canadian Armed Forces ,40042,4,40,"Occupations in education, law and social, community and government services","Managers in public administration, in education and social and community services and in public protection services",0,Managers,3044,High,
NL,Judges ,41100,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3045,Low,132.97
NL,Judges ,41100,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3045,Median,212.56
NL,Judges ,41100,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3045,High,212.56
NL,Lawyers and Quebec notaries ,41101,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3046,Low,27.7
NL,Lawyers and Quebec notaries ,41101,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3046,Median,56.7
NL,Lawyers and Quebec notaries ,41101,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3046,High,140.24
NL,University professors and lecturers ,41200,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3047,Low,25.71
NL,University professors and lecturers ,41200,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3047,Median,51.28
NL,University professors and lecturers ,41200,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3047,High,81.73
NL,Post-secondary teaching and research assistants ,41201,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3048,Low,15.6
NL,Post-secondary teaching and research assistants ,41201,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3048,Median,22.22
NL,Post-secondary teaching and research assistants ,41201,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3048,High,42.31
NL,College and other vocational instructors ,41210,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3049,Low,19.71
NL,College and other vocational instructors ,41210,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3049,Median,36.0
NL,College and other vocational instructors ,41210,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3049,High,56.67
NL,Secondary school teachers ,41220,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3050,Low,38.75
NL,Secondary school teachers ,41220,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3050,Median,45.67
NL,Secondary school teachers ,41220,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3050,High,63.85
NL,Elementary school and kindergarten teachers ,41221,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3051,Low,27.47
NL,Elementary school and kindergarten teachers ,41221,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3051,Median,44.71
NL,Elementary school and kindergarten teachers ,41221,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3051,High,59.62
NL,Social workers ,41300,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3052,Low,35.0
NL,Social workers ,41300,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3052,Median,39.01
NL,Social workers ,41300,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3052,High,47.0
NL,Therapists in counselling and related specialized therapies ,41301,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3053,Low,24.21
NL,Therapists in counselling and related specialized therapies ,41301,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3053,Median,33.33
NL,Therapists in counselling and related specialized therapies ,41301,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3053,High,41.67
NL,Religious leaders ,41302,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3054,Low,18.14
NL,Religious leaders ,41302,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3054,Median,23.75
NL,Religious leaders ,41302,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3054,High,35.0
NL,Probation and parole officers ,41311,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3055,Low,24.29
NL,Probation and parole officers ,41311,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3055,Median,40.0
NL,Probation and parole officers ,41311,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3055,High,47.69
NL,Educational counsellors ,41320,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3056,Low,27.78
NL,Educational counsellors ,41320,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3056,Median,41.21
NL,Educational counsellors ,41320,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3056,High,49.73
NL,Career development practitioners and career counsellors (except education) ,41321,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3057,Low,21.63
NL,Career development practitioners and career counsellors (except education) ,41321,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3057,Median,26.67
NL,Career development practitioners and career counsellors (except education) ,41321,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3057,High,34.0
NL,"Natural and applied science policy researchers, consultants and program officers ",41400,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3058,Low,24.28
NL,"Natural and applied science policy researchers, consultants and program officers ",41400,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3058,Median,43.22
NL,"Natural and applied science policy researchers, consultants and program officers ",41400,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3058,High,66.05
NL,Economists and economic policy researchers and analysts ,41401,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3059,Low,28.72
NL,Economists and economic policy researchers and analysts ,41401,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3059,Median,44.51
NL,Economists and economic policy researchers and analysts ,41401,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3059,High,58.52
NL,Business development officers and market researchers and analysts ,41402,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3060,Low,23.08
NL,Business development officers and market researchers and analysts ,41402,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3060,Median,42.05
NL,Business development officers and market researchers and analysts ,41402,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3060,High,60.1
NL,"Social policy researchers, consultants and program officers ",41403,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3061,Low,26.0
NL,"Social policy researchers, consultants and program officers ",41403,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3061,Median,38.0
NL,"Social policy researchers, consultants and program officers ",41403,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3061,High,51.1
NL,"Health policy researchers, consultants and program officers ",41404,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3062,Low,23.32
NL,"Health policy researchers, consultants and program officers ",41404,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3062,Median,38.0
NL,"Health policy researchers, consultants and program officers ",41404,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3062,High,46.36
NL,"Education policy researchers, consultants and program officers ",41405,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3063,Low,25.0
NL,"Education policy researchers, consultants and program officers ",41405,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3063,Median,36.06
NL,"Education policy researchers, consultants and program officers ",41405,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3063,High,51.6
NL,"Recreation, sports and fitness policy researchers, consultants and program officers ",41406,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3064,Low,26.44
NL,"Recreation, sports and fitness policy researchers, consultants and program officers ",41406,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3064,Median,26.44
NL,"Recreation, sports and fitness policy researchers, consultants and program officers ",41406,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3064,High,27.47
NL,Program officers unique to government ,41407,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3065,Low,31.05
NL,Program officers unique to government ,41407,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3065,Median,39.43
NL,Program officers unique to government ,41407,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3065,High,51.38
NL,Other professional occupations in social science ,41409,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3066,Low,23.48
NL,Other professional occupations in social science ,41409,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3066,Median,36.26
NL,Other professional occupations in social science ,41409,4,41,"Occupations in education, law and social, community and government services","Professional occupations in law, education, social, community and government services",1,Professionals,3066,High,48.51
NL,Police officers (except commissioned) ,42100,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3067,Low,32.05
NL,Police officers (except commissioned) ,42100,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3067,Median,45.0
NL,Police officers (except commissioned) ,42100,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3067,High,61.54
NL,Firefighters ,42101,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3068,Low,23.0
NL,Firefighters ,42101,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3068,Median,38.0
NL,Firefighters ,42101,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3068,High,52.2
NL,Paralegals and related occupations ,42200,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3069,Low,16.7
NL,Paralegals and related occupations ,42200,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3069,Median,29.0
NL,Paralegals and related occupations ,42200,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3069,High,30.0
NL,Social and community service workers ,42201,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3070,Low,17.5
NL,Social and community service workers ,42201,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3070,Median,24.0
NL,Social and community service workers ,42201,4,42,"Occupations in education, law and social, community and government services","Front-line public protection services and paraprofessional occupations in legal, social, community, education services",2,Technical Occupations and/or Supervisors,3070,High,37.0
