Province,Occupation,NOC,Occupation_Code,Occupation_Code_2,OccupationDescription,OccupationDescription_2,Position_Code,Position,ID,Wave_Level,Value,mean_temperature,Average_house_price,bachelors_higher,Minimum_wage,CPI
MB,"Accommodation, travel, tourism and related services supervisors ",62022,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2259,Median,21.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Accommodation, travel, tourism and related services supervisors ",62022,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2259,High,28.85,-14.3,0.338022,22.9,15.3,1.7
MB,Customer and information services supervisors ,62023,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2260,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Customer and information services supervisors ,62023,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2260,Median,24.14,-14.3,0.338022,22.9,15.3,1.7
MB,Customer and information services supervisors ,62023,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2260,High,43.08,-14.3,0.338022,22.9,15.3,1.7
MB,Cleaning supervisors ,62024,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2261,Low,15.5,-14.3,0.338022,22.9,15.3,1.7
MB,Cleaning supervisors ,62024,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2261,Median,24.04,-14.3,0.338022,22.9,15.3,1.7
MB,Cleaning supervisors ,62024,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2261,High,35.0,-14.3,0.338022,22.9,15.3,1.7
MB,Other services supervisors ,62029,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2262,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Other services supervisors ,62029,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2262,Median,20.01,-14.3,0.338022,22.9,15.3,1.7
MB,Other services supervisors ,62029,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2262,High,31.37,-14.3,0.338022,22.9,15.3,1.7
MB,Technical sales specialists - wholesale trade ,62100,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2263,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Technical sales specialists - wholesale trade ,62100,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2263,Median,30.45,-14.3,0.338022,22.9,15.3,1.7
MB,Technical sales specialists - wholesale trade ,62100,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2263,High,55.29,-14.3,0.338022,22.9,15.3,1.7
MB,Retail and wholesale buyers ,62101,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2264,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Retail and wholesale buyers ,62101,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2264,Median,23.66,-14.3,0.338022,22.9,15.3,1.7
MB,Retail and wholesale buyers ,62101,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2264,High,41.21,-14.3,0.338022,22.9,15.3,1.7
MB,Chefs ,62200,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2265,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Chefs ,62200,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2265,Median,18.0,-14.3,0.338022,22.9,15.3,1.7
MB,Chefs ,62200,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2265,High,25.64,-14.3,0.338022,22.9,15.3,1.7
MB,Funeral directors and embalmers ,62201,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2266,Low,18.11,-14.3,0.338022,22.9,15.3,1.7
MB,Funeral directors and embalmers ,62201,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2266,Median,25.7,-14.3,0.338022,22.9,15.3,1.7
MB,Funeral directors and embalmers ,62201,6,62,Sales and service occupations,Retail sales and service supervisors and specialized occupations in sales and services,2,Technical Occupations and/or Supervisors,2266,High,64.68,-14.3,0.338022,22.9,15.3,1.7
MB,Insurance agents and brokers ,63100,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2267,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Insurance agents and brokers ,63100,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2267,Median,24.04,-14.3,0.338022,22.9,15.3,1.7
MB,Insurance agents and brokers ,63100,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2267,High,46.7,-14.3,0.338022,22.9,15.3,1.7
MB,Real estate agents and salespersons ,63101,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2268,Low,17.88,-14.3,0.338022,22.9,15.3,1.7
MB,Real estate agents and salespersons ,63101,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2268,Median,36.53,-14.3,0.338022,22.9,15.3,1.7
MB,Real estate agents and salespersons ,63101,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2268,High,93.47,-14.3,0.338022,22.9,15.3,1.7
MB,Financial sales representatives ,63102,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2269,Low,18.0,-14.3,0.338022,22.9,15.3,1.7
MB,Financial sales representatives ,63102,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2269,Median,27.0,-14.3,0.338022,22.9,15.3,1.7
MB,Financial sales representatives ,63102,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2269,High,46.15,-14.3,0.338022,22.9,15.3,1.7
MB,Cooks ,63200,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2270,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Cooks ,63200,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2270,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Cooks ,63200,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2270,High,19.64,-14.3,0.338022,22.9,15.3,1.7
MB,Butchers - retail and wholesale ,63201,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2271,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Butchers - retail and wholesale ,63201,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2271,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Butchers - retail and wholesale ,63201,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2271,High,23.0,-14.3,0.338022,22.9,15.3,1.7
MB,Bakers ,63202,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2272,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Bakers ,63202,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2272,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Bakers ,63202,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2272,High,22.0,-14.3,0.338022,22.9,15.3,1.7
MB,Hairstylists and barbers ,63210,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2273,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Hairstylists and barbers ,63210,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2273,Median,16.0,-14.3,0.338022,22.9,15.3,1.7
MB,Hairstylists and barbers ,63210,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2273,High,28.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Estheticians, electrologists and related occupations ",63211,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2274,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Estheticians, electrologists and related occupations ",63211,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2274,Median,15.95,-14.3,0.338022,22.9,15.3,1.7
MB,"Estheticians, electrologists and related occupations ",63211,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2274,High,35.0,-14.3,0.338022,22.9,15.3,1.7
MB,Upholsterers ,63221,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2275,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Upholsterers ,63221,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2275,Median,18.83,-14.3,0.338022,22.9,15.3,1.7
MB,Upholsterers ,63221,6,63,Sales and service occupations,Occupations in sales and services,3,General Occupations/Trades,2275,High,23.6,-14.3,0.338022,22.9,15.3,1.7
MB,Retail salespersons and visual merchandisers ,64100,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2276,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Retail salespersons and visual merchandisers ,64100,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2276,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Retail salespersons and visual merchandisers ,64100,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2276,High,24.04,-14.3,0.338022,22.9,15.3,1.7
MB,Sales and account representatives - wholesale trade (non-technical) ,64101,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2277,Low,17.5,-14.3,0.338022,22.9,15.3,1.7
MB,Sales and account representatives - wholesale trade (non-technical) ,64101,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2277,Median,28.85,-14.3,0.338022,22.9,15.3,1.7
MB,Sales and account representatives - wholesale trade (non-technical) ,64101,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2277,High,48.08,-14.3,0.338022,22.9,15.3,1.7
MB,"Tailors, dressmakers, furriers and milliners ",64200,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2278,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Tailors, dressmakers, furriers and milliners ",64200,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2278,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Tailors, dressmakers, furriers and milliners ",64200,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2278,High,18.0,-14.3,0.338022,22.9,15.3,1.7
MB,Maîtres d'hôtel and hosts/hostesses ,64300,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2279,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Maîtres d'hôtel and hosts/hostesses ,64300,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2279,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Maîtres d'hôtel and hosts/hostesses ,64300,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2279,High,22.5,-14.3,0.338022,22.9,15.3,1.7
MB,Bartenders ,64301,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2280,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Bartenders ,64301,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2280,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Bartenders ,64301,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2280,High,18.0,-14.3,0.338022,22.9,15.3,1.7
MB,Travel counsellors ,64310,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2281,Low,,-14.3,0.338022,22.9,15.3,1.7
MB,Travel counsellors ,64310,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2281,Median,22.33,-14.3,0.338022,22.9,15.3,1.7
MB,Travel counsellors ,64310,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2281,High,,-14.3,0.338022,22.9,15.3,1.7
MB,Pursers and flight attendants ,64311,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2282,Low,21.53,-14.3,0.338022,22.9,15.3,1.7
MB,Pursers and flight attendants ,64311,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2282,Median,35.13,-14.3,0.338022,22.9,15.3,1.7
MB,Pursers and flight attendants ,64311,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2282,High,54.0,-14.3,0.338022,22.9,15.3,1.7
MB,Airline ticket and service agents ,64312,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2283,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Airline ticket and service agents ,64312,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2283,Median,20.01,-14.3,0.338022,22.9,15.3,1.7
MB,Airline ticket and service agents ,64312,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2283,High,29.23,-14.3,0.338022,22.9,15.3,1.7
MB,Hotel front desk clerks ,64314,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2284,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Hotel front desk clerks ,64314,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2284,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Hotel front desk clerks ,64314,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2284,High,20.0,-14.3,0.338022,22.9,15.3,1.7
MB,Casino workers ,64321,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2285,Low,16.0,-14.3,0.338022,22.9,15.3,1.7
MB,Casino workers ,64321,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2285,Median,19.0,-14.3,0.338022,22.9,15.3,1.7
MB,Casino workers ,64321,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2285,High,21.0,-14.3,0.338022,22.9,15.3,1.7
MB,Customer services representatives - financial institutions ,64400,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2286,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Customer services representatives - financial institutions ,64400,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2286,Median,18.0,-14.3,0.338022,22.9,15.3,1.7
MB,Customer services representatives - financial institutions ,64400,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2286,High,24.62,-14.3,0.338022,22.9,15.3,1.7
MB,Postal services representatives ,64401,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2287,Low,19.49,-14.3,0.338022,22.9,15.3,1.7
MB,Postal services representatives ,64401,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2287,Median,24.0,-14.3,0.338022,22.9,15.3,1.7
MB,Postal services representatives ,64401,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2287,High,29.65,-14.3,0.338022,22.9,15.3,1.7
MB,Other customer and information services representatives ,64409,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2288,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Other customer and information services representatives ,64409,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2288,Median,16.75,-14.3,0.338022,22.9,15.3,1.7
MB,Other customer and information services representatives ,64409,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2288,High,30.0,-14.3,0.338022,22.9,15.3,1.7
MB,Security guards and related security service occupations ,64410,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2289,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Security guards and related security service occupations ,64410,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2289,Median,16.0,-14.3,0.338022,22.9,15.3,1.7
MB,Security guards and related security service occupations ,64410,6,64,Sales and service occupations,Sales and service representatives and other customer and personal services occupations,4,Workers/Machine Operators/Support,2289,High,25.5,-14.3,0.338022,22.9,15.3,1.7
MB,Cashiers ,65100,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2290,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Cashiers ,65100,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2290,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Cashiers ,65100,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2290,High,16.0,-14.3,0.338022,22.9,15.3,1.7
MB,Service station attendants ,65101,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2291,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Service station attendants ,65101,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2291,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Service station attendants ,65101,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2291,High,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Store shelf stockers, clerks and order fillers ",65102,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2292,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Store shelf stockers, clerks and order fillers ",65102,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2292,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Store shelf stockers, clerks and order fillers ",65102,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2292,High,20.5,-14.3,0.338022,22.9,15.3,1.7
MB,Other sales related occupations ,65109,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2293,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Other sales related occupations ,65109,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2293,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Other sales related occupations ,65109,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2293,High,21.0,-14.3,0.338022,22.9,15.3,1.7
MB,Food and beverage servers ,65200,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2294,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Food and beverage servers ,65200,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2294,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Food and beverage servers ,65200,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2294,High,20.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Food counter attendants, kitchen helpers and related support occupations ",65201,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2295,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Food counter attendants, kitchen helpers and related support occupations ",65201,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2295,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Food counter attendants, kitchen helpers and related support occupations ",65201,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2295,High,17.5,-14.3,0.338022,22.9,15.3,1.7
MB,Meat cutters and fishmongers  retail and wholesale ,65202,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2296,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Meat cutters and fishmongers  retail and wholesale ,65202,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2296,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Meat cutters and fishmongers  retail and wholesale ,65202,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2296,High,23.14,-14.3,0.338022,22.9,15.3,1.7
MB,"Support occupations in accommodation, travel and facilities set-up services ",65210,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2297,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Support occupations in accommodation, travel and facilities set-up services ",65210,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2297,Median,27.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Support occupations in accommodation, travel and facilities set-up services ",65210,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2297,High,30.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Operators and attendants in amusement, recreation and sport ",65211,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2298,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Operators and attendants in amusement, recreation and sport ",65211,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2298,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Operators and attendants in amusement, recreation and sport ",65211,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2298,High,26.44,-14.3,0.338022,22.9,15.3,1.7
MB,Pet groomers and animal care workers ,65220,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2299,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Pet groomers and animal care workers ,65220,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2299,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Pet groomers and animal care workers ,65220,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2299,High,22.0,-14.3,0.338022,22.9,15.3,1.7
MB,Light duty cleaners ,65310,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2300,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Light duty cleaners ,65310,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2300,Median,15.51,-14.3,0.338022,22.9,15.3,1.7
MB,Light duty cleaners ,65310,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2300,High,20.0,-14.3,0.338022,22.9,15.3,1.7
MB,Specialized cleaners ,65311,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2301,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Specialized cleaners ,65311,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2301,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Specialized cleaners ,65311,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2301,High,24.04,-14.3,0.338022,22.9,15.3,1.7
MB,"Janitors, caretakers and heavy-duty cleaners ",65312,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2302,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Janitors, caretakers and heavy-duty cleaners ",65312,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2302,Median,20.0,-14.3,0.338022,22.9,15.3,1.7
MB,"Janitors, caretakers and heavy-duty cleaners ",65312,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2302,High,26.1,-14.3,0.338022,22.9,15.3,1.7
MB,"Dry cleaning, laundry and related occupations ",65320,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2303,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,"Dry cleaning, laundry and related occupations ",65320,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2303,Median,15.52,-14.3,0.338022,22.9,15.3,1.7
MB,"Dry cleaning, laundry and related occupations ",65320,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2303,High,19.0,-14.3,0.338022,22.9,15.3,1.7
MB,Other service support occupations ,65329,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2304,Low,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Other service support occupations ,65329,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2304,Median,15.3,-14.3,0.338022,22.9,15.3,1.7
MB,Other service support occupations ,65329,6,65,Sales and service occupations,Sales and service support occupations,5,Labourers/Drivers/Support,2304,High,16.35,-14.3,0.338022,22.9,15.3,1.7
MB,Construction managers ,70010,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2305,Low,27.47,-14.3,0.338022,22.9,15.3,1.7
MB,Construction managers ,70010,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2305,Median,46.15,-14.3,0.338022,22.9,15.3,1.7
MB,Construction managers ,70010,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2305,High,66.57,-14.3,0.338022,22.9,15.3,1.7
MB,Home building and renovation managers ,70011,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2306,Low,17.88,-14.3,0.338022,22.9,15.3,1.7
MB,Home building and renovation managers ,70011,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2306,Median,25.14,-14.3,0.338022,22.9,15.3,1.7
MB,Home building and renovation managers ,70011,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2306,High,52.64,-14.3,0.338022,22.9,15.3,1.7
MB,Facility operation and maintenance managers ,70012,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2307,Low,19.28,-14.3,0.338022,22.9,15.3,1.7
MB,Facility operation and maintenance managers ,70012,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2307,Median,44.23,-14.3,0.338022,22.9,15.3,1.7
MB,Facility operation and maintenance managers ,70012,7,70,"Trades, transport and equipment operators and related occupations",Middle management occupations in trades and transportation,0,Managers,2307,High,60.1,-14.3,0.338022,22.9,15.3,1.7
